Player,Date,Ranking Points
Rafael Nadal,2006/11/13,4270
Rafael Nadal,2006/11/06,4270
Rafael Nadal,2006/10/30,4270
Rafael Nadal,2006/10/23,4270
Rafael Nadal,2006/10/16,4645
Rafael Nadal,2006/10/09,4625
Rafael Nadal,2006/10/02,4625
Rafael Nadal,2006/09/25,4625
Rafael Nadal,2006/09/18,4625
Rafael Nadal,2006/09/11,4800
Rafael Nadal,2006/08/28,4625
Rafael Nadal,2006/08/21,4625
Rafael Nadal,2006/08/14,4505
Rafael Nadal,2006/08/07,4930
Rafael Nadal,2006/07/31,4930
Rafael Nadal,2006/07/24,4930
Rafael Nadal,2006/07/17,5125
Rafael Nadal,2006/07/10,5125
Rafael Nadal,2006/06/26,4545
Rafael Nadal,2006/06/19,4545
Rafael Nadal,2006/06/12,4545
Rafael Nadal,2006/05/29,4545
Rafael Nadal,2006/05/22,4545
Rafael Nadal,2006/05/15,4635
Rafael Nadal,2006/05/08,4135
Rafael Nadal,2006/05/01,4545
Rafael Nadal,2006/04/24,4335
Rafael Nadal,2006/04/17,4135
Rafael Nadal,2006/04/10,4545
Rafael Nadal,2006/04/03,4545
Rafael Nadal,2006/03/20,4890
Rafael Nadal,2006/03/13,4665
Rafael Nadal,2006/03/06,4665
Rafael Nadal,2006/02/27,4455
Rafael Nadal,2006/02/20,4615
Rafael Nadal,2006/02/13,4615
Rafael Nadal,2006/02/06,4615
Rafael Nadal,2006/01/30,4615
Rafael Nadal,2006/01/16,4765
Rafael Nadal,2006/01/09,4765
Rafael Nadal,2006/01/02,4765
Rafael Nadal,2005/12/26,4765
Rafael Nadal,2005/12/19,4765
Rafael Nadal,2005/12/12,4765
Rafael Nadal,2005/12/05,4765
Rafael Nadal,2005/11/28,4765
Rafael Nadal,2005/11/21,4765
Rafael Nadal,2005/11/14,4765
Rafael Nadal,2005/11/07,4765
Rafael Nadal,2005/10/31,4940
Rafael Nadal,2005/10/24,4940
Rafael Nadal,2005/10/17,4475
Rafael Nadal,2005/10/10,4475
Rafael Nadal,2005/10/03,4475
Rafael Nadal,2005/09/26,4475
Rafael Nadal,2005/09/19,4475
Rafael Nadal,2005/09/12,4360
Rafael Nadal,2005/08/29,4320
Rafael Nadal,2005/08/22,4320
Rafael Nadal,2005/08/15,4355
Rafael Nadal,2005/08/08,4030
Rafael Nadal,2005/08/01,3995
Rafael Nadal,2005/07/25,3940
Rafael Nadal,2005/07/18,3750
Rafael Nadal,2005/07/11,3750
Rafael Nadal,2005/07/04,3635
Rafael Nadal,2005/06/20,3600
Rafael Nadal,2005/06/13,3600
Rafael Nadal,2005/06/06,3600
Rafael Nadal,2005/05/23,2600
Rafael Nadal,2005/05/16,2600
Rafael Nadal,2005/05/09,2600
Rafael Nadal,2005/05/02,2100
Rafael Nadal,2005/04/25,2100
Rafael Nadal,2005/04/18,1800
Rafael Nadal,2005/04/11,1340
Rafael Nadal,2005/04/04,1340
Rafael Nadal,2005/03/21,1065
Rafael Nadal,2005/03/07,1100
Rafael Nadal,2005/02/28,1135
Rafael Nadal,2005/02/21,925
Rafael Nadal,2005/02/14,790
Rafael Nadal,2005/02/07,790
Rafael Nadal,2005/01/31,790
Rafael Nadal,2005/01/17,715
Rafael Nadal,2005/01/10,795
Rafael Nadal,2004/12/20,775
Rafael Nadal,2004/12/13,775
Rafael Nadal,2004/12/06,775
Rafael Nadal,2004/11/29,775
Rafael Nadal,2004/11/22,775
Rafael Nadal,2004/11/15,775
Rafael Nadal,2004/11/08,775
Rafael Nadal,2004/11/01,775
Rafael Nadal,2004/10/25,775
Rafael Nadal,2004/10/18,755
Rafael Nadal,2004/10/11,745
Rafael Nadal,2004/10/04,745
Rafael Nadal,2004/09/27,745
Rafael Nadal,2004/09/20,745
Rafael Nadal,2004/09/13,745
Rafael Nadal,2004/08/30,745
Rafael Nadal,2004/08/23,745
Rafael Nadal,2004/08/16,745
Rafael Nadal,2004/08/09,585
Rafael Nadal,2004/08/02,589
Rafael Nadal,2004/07/26,664
Rafael Nadal,2004/07/19,730
Rafael Nadal,2004/07/12,685
Rafael Nadal,2004/07/05,685
Rafael Nadal,2004/06/21,760
Rafael Nadal,2004/06/14,760
Rafael Nadal,2004/06/07,760
Rafael Nadal,2004/05/24,760
Rafael Nadal,2004/05/17,760
Rafael Nadal,2004/05/10,850
Rafael Nadal,2004/05/03,859
Rafael Nadal,2004/04/26,913
Rafael Nadal,2004/04/19,928
Rafael Nadal,2004/04/12,978
Rafael Nadal,2004/04/05,978
Rafael Nadal,2004/03/22,973
Rafael Nadal,2004/03/08,953
Rafael Nadal,2004/03/01,887
Rafael Nadal,2004/02/23,920
Rafael Nadal,2004/02/16,920
Rafael Nadal,2004/02/09,914
Rafael Nadal,2004/02/02,917
Rafael Nadal,2004/01/19,877
Rafael Nadal,2004/01/12,766
Rafael Nadal,2003/12/15,766
Rafael Nadal,2003/12/08,766
Novak Djokovic,2013/12/02,12260
Novak Djokovic,2013/11/25,12260
Novak Djokovic,2013/11/18,12260
Novak Djokovic,2013/11/11,12110
Novak Djokovic,2013/11/04,10610
Novak Djokovic,2013/10/28,11120
Novak Djokovic,2013/10/21,11120
Novak Djokovic,2013/10/14,11120
Novak Djokovic,2013/10/07,11120
Novak Djokovic,2013/09/30,11120
Novak Djokovic,2013/09/23,11120
Novak Djokovic,2013/09/16,11120
Novak Djokovic,2013/09/09,10980
Novak Djokovic,2013/08/26,10980
Novak Djokovic,2013/08/19,10980
Novak Djokovic,2013/08/12,11400
Novak Djokovic,2013/08/05,12040
Novak Djokovic,2013/07/29,12310
Novak Djokovic,2013/07/22,12310
Novak Djokovic,2013/07/15,12310
Novak Djokovic,2013/07/08,12310
Novak Djokovic,2013/06/24,11830
Novak Djokovic,2013/06/17,11830
Novak Djokovic,2013/06/10,11830
Novak Djokovic,2013/05/27,12310
Novak Djokovic,2013/05/20,12310
Novak Djokovic,2013/05/13,12730
Novak Djokovic,2013/05/06,12900
Novak Djokovic,2013/04/29,12900
Novak Djokovic,2013/04/22,12900
Novak Djokovic,2013/04/15,12500
Novak Djokovic,2013/04/08,12500
Novak Djokovic,2013/04/01,12370
Novak Djokovic,2013/03/18,13280
Novak Djokovic,2013/03/04,13280
Novak Djokovic,2013/02/25,12960
Novak Djokovic,2013/02/18,12960
Novak Djokovic,2013/02/11,12960
Novak Djokovic,2013/02/04,12960
Novak Djokovic,2013/01/28,12920
Novak Djokovic,2013/01/14,12920
Novak Djokovic,2013/01/07,12920
Novak Djokovic,2012/12/31,12920
Novak Djokovic,2012/12/24,12920
Novak Djokovic,2012/12/17,12920
Novak Djokovic,2012/12/10,12920
Novak Djokovic,2012/12/03,12920
Novak Djokovic,2012/11/26,12920
Novak Djokovic,2012/11/19,12920
Novak Djokovic,2012/11/12,12920
Novak Djokovic,2012/11/05,11420
Novak Djokovic,2012/10/29,11970
Novak Djokovic,2012/10/22,11970
Novak Djokovic,2012/10/15,11970
Novak Djokovic,2012/10/08,10970
Novak Djokovic,2012/10/01,10470
Novak Djokovic,2012/09/24,10470
Novak Djokovic,2012/09/17,10470
Novak Djokovic,2012/09/10,10470
Novak Djokovic,2012/08/27,11270
Novak Djokovic,2012/08/20,11270
Novak Djokovic,2012/08/13,11270
Novak Djokovic,2012/08/06,11270
Novak Djokovic,2012/07/30,11000
Novak Djokovic,2012/07/23,11000
Novak Djokovic,2012/07/16,11000
Novak Djokovic,2012/07/09,11000
Novak Djokovic,2012/06/25,12280
Novak Djokovic,2012/06/18,12280
Novak Djokovic,2012/06/11,12280
Novak Djokovic,2012/05/28,11800
Novak Djokovic,2012/05/21,11800
Novak Djokovic,2012/05/14,11200
Novak Djokovic,2012/05/07,12020
Novak Djokovic,2012/04/30,13020
Novak Djokovic,2012/04/23,13270
Novak Djokovic,2012/04/16,12670
Novak Djokovic,2012/04/09,12670
Novak Djokovic,2012/04/02,12670
Novak Djokovic,2012/03/19,12670
Novak Djokovic,2012/03/05,13310
Novak Djokovic,2012/02/27,13130
Novak Djokovic,2012/02/20,13630
Novak Djokovic,2012/02/13,13630
Novak Djokovic,2012/02/06,13630
Novak Djokovic,2012/01/30,13630
Novak Djokovic,2012/01/16,13630
Novak Djokovic,2012/01/09,13630
Novak Djokovic,2012/01/02,13630
Novak Djokovic,2011/12/26,13630
Novak Djokovic,2011/12/19,13630
Novak Djokovic,2011/12/12,13630
Novak Djokovic,2011/12/05,13630
Novak Djokovic,2011/11/28,13675
Novak Djokovic,2011/11/21,13475
Novak Djokovic,2011/11/14,13475
Novak Djokovic,2011/11/07,13785
Novak Djokovic,2011/10/31,13860
Novak Djokovic,2011/10/24,13860
Novak Djokovic,2011/10/17,13860
Novak Djokovic,2011/10/10,14220
Novak Djokovic,2011/10/03,14720
Novak Djokovic,2011/09/26,14720
Novak Djokovic,2011/09/19,14720
Novak Djokovic,2011/09/12,14720
Novak Djokovic,2011/08/29,13920
Novak Djokovic,2011/08/22,13920
Novak Djokovic,2011/08/15,13500
Novak Djokovic,2011/08/08,12860
Novak Djokovic,2011/08/01,13155
Novak Djokovic,2011/07/25,13155
Novak Djokovic,2011/07/18,13155
Novak Djokovic,2011/07/11,13155
Novak Djokovic,2011/07/04,13285
Novak Djokovic,2011/06/20,12005
Novak Djokovic,2011/06/13,12005
Novak Djokovic,2011/06/06,12025
Novak Djokovic,2011/05/23,11665
Novak Djokovic,2011/05/16,11665
Novak Djokovic,2011/05/09,10665
Novak Djokovic,2011/05/02,9710
Novak Djokovic,2011/04/25,9640
Novak Djokovic,2011/04/18,9640
Novak Djokovic,2011/04/11,9700
Novak Djokovic,2011/04/04,9700
Novak Djokovic,2011/03/21,8710
Novak Djokovic,2011/03/07,7800
Novak Djokovic,2011/02/28,7880
Novak Djokovic,2011/02/21,7880
Novak Djokovic,2011/02/14,7880
Novak Djokovic,2011/02/07,7880
Novak Djokovic,2011/01/31,7880
Novak Djokovic,2011/01/17,6240
Novak Djokovic,2011/01/10,6240
Novak Djokovic,2011/01/03,6240
Novak Djokovic,2010/12/27,6240
Novak Djokovic,2010/12/20,6240
Novak Djokovic,2010/12/13,6240
Novak Djokovic,2010/12/06,6240
Novak Djokovic,2010/11/29,6035
Novak Djokovic,2010/11/22,5635
Novak Djokovic,2010/11/15,5635
Novak Djokovic,2010/11/08,6945
Novak Djokovic,2010/11/01,7145
Novak Djokovic,2010/10/25,7145
Novak Djokovic,2010/10/18,7145
Novak Djokovic,2010/10/11,7145
Novak Djokovic,2010/10/04,7145
Novak Djokovic,2010/09/27,7145
Novak Djokovic,2010/09/20,7145
Novak Djokovic,2010/09/13,7145
Novak Djokovic,2010/08/30,6665
Novak Djokovic,2010/08/23,6665
Novak Djokovic,2010/08/16,7085
Novak Djokovic,2010/08/09,6905
Novak Djokovic,2010/08/02,6905
Novak Djokovic,2010/07/26,6905
Novak Djokovic,2010/07/19,6905
Novak Djokovic,2010/07/12,6905
Novak Djokovic,2010/07/05,6905
Novak Djokovic,2010/06/21,6545
Novak Djokovic,2010/06/14,6545
Novak Djokovic,2010/06/07,6675
Novak Djokovic,2010/05/24,6405
Novak Djokovic,2010/05/17,6405
Novak Djokovic,2010/05/10,6765
Novak Djokovic,2010/05/03,6970
Novak Djokovic,2010/04/26,7390
Novak Djokovic,2010/04/19,7390
Novak Djokovic,2010/04/12,7630
Novak Djokovic,2010/04/05,7630
Novak Djokovic,2010/03/22,8220
Novak Djokovic,2010/03/08,8310
Novak Djokovic,2010/03/01,8310
Novak Djokovic,2010/02/22,8310
Novak Djokovic,2010/02/15,8310
Novak Djokovic,2010/02/08,8310
Novak Djokovic,2010/02/01,8310
Novak Djokovic,2010/01/18,8310
Novak Djokovic,2010/01/11,8310
Novak Djokovic,2010/01/04,8310
Novak Djokovic,2009/12/28,8310
Novak Djokovic,2009/12/21,8310
Novak Djokovic,2009/12/14,8310
Novak Djokovic,2009/12/07,8310
Novak Djokovic,2009/11/30,8310
Novak Djokovic,2009/11/23,7910
Novak Djokovic,2009/11/16,7910
Novak Djokovic,2009/11/09,8300
Novak Djokovic,2009/11/02,7890
Novak Djokovic,2009/10/26,7950
Novak Djokovic,2009/10/19,7950
Novak Djokovic,2009/10/12,7740
Novak Djokovic,2009/10/05,7330
Novak Djokovic,2009/09/28,7330
Novak Djokovic,2009/09/21,7480
Novak Djokovic,2009/09/14,7480
Novak Djokovic,2009/08/31,7660
Novak Djokovic,2009/08/24,7660
Novak Djokovic,2009/08/17,7150
Novak Djokovic,2009/08/10,7380
Novak Djokovic,2009/08/03,7380
Novak Djokovic,2009/07/27,7990
Novak Djokovic,2009/07/20,8150
Novak Djokovic,2009/07/13,8150
Novak Djokovic,2009/07/06,8150
Novak Djokovic,2009/06/22,7860
Novak Djokovic,2009/06/15,7860
Novak Djokovic,2009/06/08,8020
Novak Djokovic,2009/05/25,8830
Novak Djokovic,2009/05/18,8830
Novak Djokovic,2009/05/11,8920
Novak Djokovic,2009/05/04,9670
Novak Djokovic,2009/04/27,9160
Novak Djokovic,2009/04/20,9520
Novak Djokovic,2009/04/13,9010
Novak Djokovic,2009/04/06,9010
Novak Djokovic,2009/03/23,8420
Novak Djokovic,2009/03/09,9240
Novak Djokovic,2009/03/02,9420
Novak Djokovic,2009/02/23,9010
Novak Djokovic,2009/02/16,9010
Novak Djokovic,2009/02/09,9010
Novak Djokovic,2009/02/02,9010
Novak Djokovic,2009/01/19,10650
Novak Djokovic,2009/01/12,10590
Novak Djokovic,2009/01/05,10590
Novak Djokovic,2008/12/29,5295
Novak Djokovic,2008/12/22,5295
Novak Djokovic,2008/12/15,5295
Novak Djokovic,2008/12/08,5295
Novak Djokovic,2008/12/01,5295
Novak Djokovic,2008/11/24,5295
Novak Djokovic,2008/11/17,5295
Novak Djokovic,2008/11/10,4645
Novak Djokovic,2008/11/03,4645
Novak Djokovic,2008/10/27,4575
Novak Djokovic,2008/10/20,4575
Novak Djokovic,2008/10/13,4725
Novak Djokovic,2008/10/06,4960
Novak Djokovic,2008/09/29,4960
Novak Djokovic,2008/09/22,4855
Novak Djokovic,2008/09/15,4855
Novak Djokovic,2008/09/08,4855
Novak Djokovic,2008/08/25,5105
Novak Djokovic,2008/08/18,5105
Novak Djokovic,2008/08/11,4905
Novak Djokovic,2008/08/04,5390
Novak Djokovic,2008/07/28,5055
Novak Djokovic,2008/07/21,4945
Novak Djokovic,2008/07/14,4945
Novak Djokovic,2008/07/07,4945
Novak Djokovic,2008/06/23,5360
Novak Djokovic,2008/06/16,5360
Novak Djokovic,2008/06/09,5225
Novak Djokovic,2008/05/26,5225
Novak Djokovic,2008/05/19,5225
Novak Djokovic,2008/05/12,5125
Novak Djokovic,2008/05/05,4750
Novak Djokovic,2008/04/28,4935
Novak Djokovic,2008/04/21,4725
Novak Djokovic,2008/04/14,4785
Novak Djokovic,2008/04/07,4785
Novak Djokovic,2008/03/24,5280
Novak Djokovic,2008/03/10,5130
Novak Djokovic,2008/03/03,5010
Novak Djokovic,2008/02/25,5070
Novak Djokovic,2008/02/18,5165
Novak Djokovic,2008/02/11,5165
Novak Djokovic,2008/02/04,5165
Novak Djokovic,2008/01/28,5165
Novak Djokovic,2008/01/14,4315
Novak Djokovic,2008/01/07,4315
Novak Djokovic,2007/12/31,4470
Novak Djokovic,2007/12/24,4470
Novak Djokovic,2007/12/17,4470
Novak Djokovic,2007/12/10,4470
Novak Djokovic,2007/12/03,4470
Novak Djokovic,2007/11/26,4470
Novak Djokovic,2007/11/19,4470
Novak Djokovic,2007/11/12,4470
Novak Djokovic,2007/11/05,4470
Novak Djokovic,2007/10/29,4470
Novak Djokovic,2007/10/22,4470
Novak Djokovic,2007/10/15,4370
Novak Djokovic,2007/10/08,4145
Novak Djokovic,2007/10/01,4295
Novak Djokovic,2007/09/24,4295
Novak Djokovic,2007/09/17,4295
Novak Djokovic,2007/09/10,4295
Novak Djokovic,2007/08/27,3670
Novak Djokovic,2007/08/20,3670
Novak Djokovic,2007/08/13,3700
Novak Djokovic,2007/08/06,3200
Novak Djokovic,2007/07/30,3200
Novak Djokovic,2007/07/23,3245
Novak Djokovic,2007/07/16,3310
Novak Djokovic,2007/07/09,3310
Novak Djokovic,2007/06/25,3010
Novak Djokovic,2007/06/18,3010
Novak Djokovic,2007/06/11,3010
Novak Djokovic,2007/05/28,2810
Novak Djokovic,2007/05/21,2810
Novak Djokovic,2007/05/14,2735
Novak Djokovic,2007/05/07,2720
Novak Djokovic,2007/04/30,2595
Novak Djokovic,2007/04/23,2595
Novak Djokovic,2007/04/16,2540
Novak Djokovic,2007/04/09,2540
Novak Djokovic,2007/04/02,2540
Novak Djokovic,2007/03/19,2060
Novak Djokovic,2007/03/05,1715
Novak Djokovic,2007/02/26,1665
Novak Djokovic,2007/02/19,1625
Novak Djokovic,2007/02/12,1625
Novak Djokovic,2007/02/05,1625
Novak Djokovic,2007/01/29,1675
Novak Djokovic,2007/01/15,1530
Novak Djokovic,2007/01/08,1530
Novak Djokovic,2007/01/01,1380
Novak Djokovic,2006/12/18,1380
Novak Djokovic,2006/12/11,1380
Novak Djokovic,2006/12/04,1380
Novak Djokovic,2006/11/27,1380
Novak Djokovic,2006/11/20,1380
Novak Djokovic,2006/11/13,1380
Novak Djokovic,2006/11/06,1380
Novak Djokovic,2006/10/30,1465
Novak Djokovic,2006/10/23,1465
Novak Djokovic,2006/10/16,1360
Novak Djokovic,2006/10/09,1350
Novak Djokovic,2006/10/02,1183
Novak Djokovic,2006/09/25,1183
Novak Djokovic,2006/09/18,1183
Novak Djokovic,2006/09/11,1183
Novak Djokovic,2006/08/28,1183
Novak Djokovic,2006/08/21,1183
Novak Djokovic,2006/08/14,1168
Novak Djokovic,2006/08/07,1176
Novak Djokovic,2006/07/31,1176
Novak Djokovic,2006/07/24,1071
Novak Djokovic,2006/07/17,901
Novak Djokovic,2006/07/10,901
Novak Djokovic,2006/06/26,841
Novak Djokovic,2006/06/19,827
Novak Djokovic,2006/06/12,827
Novak Djokovic,2006/05/29,627
Novak Djokovic,2006/05/22,627
Novak Djokovic,2006/05/15,577
Novak Djokovic,2006/05/08,619
Novak Djokovic,2006/05/01,619
Novak Djokovic,2006/04/24,614
Novak Djokovic,2006/04/17,606
Novak Djokovic,2006/04/10,606
Novak Djokovic,2006/04/03,616
Novak Djokovic,2006/03/20,596
Novak Djokovic,2006/03/13,591
Novak Djokovic,2006/03/06,591
Novak Djokovic,2006/02/27,591
Novak Djokovic,2006/02/20,548
Novak Djokovic,2006/02/13,548
Novak Djokovic,2006/02/06,562
Novak Djokovic,2006/01/30,487
Novak Djokovic,2006/01/16,502
Novak Djokovic,2006/01/09,502
Novak Djokovic,2006/01/02,502
Novak Djokovic,2005/12/26,502
Novak Djokovic,2005/12/19,502
Novak Djokovic,2005/12/12,502
Novak Djokovic,2005/12/05,502
Novak Djokovic,2005/11/28,502
Novak Djokovic,2005/11/21,502
Novak Djokovic,2005/11/14,507
Novak Djokovic,2005/11/07,515
Novak Djokovic,2005/10/31,488
Novak Djokovic,2005/10/24,468
Novak Djokovic,2005/10/17,467
Novak Djokovic,2005/10/10,467
Novak Djokovic,2005/10/03,467
Novak Djokovic,2005/09/26,472
Novak Djokovic,2005/09/19,472
Novak Djokovic,2005/09/12,492
Novak Djokovic,2005/08/29,431
Novak Djokovic,2005/08/22,448
Novak Djokovic,2005/08/15,440
Novak Djokovic,2005/08/08,432
Novak Djokovic,2005/08/01,432
Novak Djokovic,2005/07/25,417
Novak Djokovic,2005/07/18,427
Novak Djokovic,2005/07/11,427
Novak Djokovic,2005/07/04,427
Novak Djokovic,2005/06/20,337
Novak Djokovic,2005/06/13,337
Novak Djokovic,2005/06/06,337
Novak Djokovic,2005/05/23,287
Novak Djokovic,2005/05/16,339
Novak Djokovic,2005/05/09,301
Novak Djokovic,2005/05/02,301
Novak Djokovic,2005/04/25,304
Novak Djokovic,2005/04/18,292
Novak Djokovic,2005/04/11,292
Novak Djokovic,2005/04/04,282
Novak Djokovic,2005/03/21,282
Novak Djokovic,2005/03/07,282
Novak Djokovic,2005/02/28,283
Novak Djokovic,2005/02/21,262
Novak Djokovic,2005/02/14,262
Novak Djokovic,2005/02/07,248
Novak Djokovic,2005/01/31,249
Novak Djokovic,2005/01/17,229
Novak Djokovic,2005/01/10,229
Novak Djokovic,2004/12/20,229
Novak Djokovic,2004/12/13,229
Novak Djokovic,2004/12/06,229
Novak Djokovic,2004/11/29,229
Novak Djokovic,2004/11/22,229
Novak Djokovic,2004/11/15,224
Novak Djokovic,2004/11/08,216
Novak Djokovic,2004/11/01,153
Novak Djokovic,2004/10/25,153
Novak Djokovic,2004/10/18,153
Novak Djokovic,2004/10/11,153
Novak Djokovic,2004/10/04,153
Novak Djokovic,2004/09/27,148
Novak Djokovic,2004/09/20,148
Novak Djokovic,2004/09/13,128
Novak Djokovic,2004/08/30,114
Novak Djokovic,2004/08/23,97
Novak Djokovic,2004/08/16,85
Novak Djokovic,2004/08/09,85
Novak Djokovic,2004/08/02,89
Novak Djokovic,2004/07/26,89
Novak Djokovic,2004/07/19,83
Novak Djokovic,2004/07/12,83
Novak Djokovic,2004/07/05,83
Novak Djokovic,2004/06/21,95
Novak Djokovic,2004/06/14,95
Novak Djokovic,2004/06/07,95
Novak Djokovic,2004/05/24,95
Novak Djokovic,2004/05/17,43
Novak Djokovic,2004/05/10,31
Novak Djokovic,2004/05/03,31
Novak Djokovic,2004/04/26,28
Novak Djokovic,2004/04/19,28
Novak Djokovic,2004/04/12,28
Novak Djokovic,2004/04/05,28
Novak Djokovic,2004/03/22,28
Novak Djokovic,2004/03/08,28
Novak Djokovic,2004/03/01,27
Novak Djokovic,2004/02/23,21
Novak Djokovic,2004/02/16,21
Novak Djokovic,2004/02/09,21
Novak Djokovic,2004/02/02,20
Novak Djokovic,2004/01/19,20
Novak Djokovic,2004/01/12,20
Novak Djokovic,2003/12/15,20
Novak Djokovic,2003/12/08,20
Andy Murray,2013/12/02,5790
Andy Murray,2013/11/25,5790
Andy Murray,2013/11/18,5790
Andy Murray,2013/11/11,5790
Andy Murray,2013/11/04,5790
Andy Murray,2013/10/28,6280
Andy Murray,2013/10/21,6295
Andy Murray,2013/10/14,6295
Andy Murray,2013/10/07,6895
Andy Murray,2013/09/30,7075
Andy Murray,2013/09/23,7075
Andy Murray,2013/09/16,7075
Andy Murray,2013/09/09,7060
Andy Murray,2013/08/26,8700
Andy Murray,2013/08/19,8700
Andy Murray,2013/08/12,8610
Andy Murray,2013/08/05,8610
Andy Murray,2013/07/29,9360
Andy Murray,2013/07/22,9360
Andy Murray,2013/07/15,9360
Andy Murray,2013/07/08,9360
Andy Murray,2013/06/24,8560
Andy Murray,2013/06/17,8560
Andy Murray,2013/06/10,8310
Andy Murray,2013/05/27,8670
Andy Murray,2013/05/20,8670
Andy Murray,2013/05/13,8750
Andy Murray,2013/05/06,8570
Andy Murray,2013/04/29,8570
Andy Murray,2013/04/22,8660
Andy Murray,2013/04/15,8750
Andy Murray,2013/04/08,8750
Andy Murray,2013/04/01,8750
Andy Murray,2013/03/18,8350
Andy Murray,2013/03/04,8180
Andy Murray,2013/02/25,8480
Andy Murray,2013/02/18,8480
Andy Murray,2013/02/11,8480
Andy Murray,2013/02/04,8480
Andy Murray,2013/01/28,8480
Andy Murray,2013/01/14,8000
Andy Murray,2013/01/07,8000
Andy Murray,2012/12/31,8000
Andy Murray,2012/12/24,8000
Andy Murray,2012/12/17,8000
Andy Murray,2012/12/10,8000
Andy Murray,2012/12/03,8000
Andy Murray,2012/11/26,8000
Andy Murray,2012/11/19,8000
Andy Murray,2012/11/12,8000
Andy Murray,2012/11/05,7600
Andy Murray,2012/10/29,7690
Andy Murray,2012/10/22,7690
Andy Murray,2012/10/15,7690
Andy Murray,2012/10/08,8090
Andy Murray,2012/10/01,8410
Andy Murray,2012/09/24,8570
Andy Murray,2012/09/17,8570
Andy Murray,2012/09/10,8570
Andy Murray,2012/08/27,7290
Andy Murray,2012/08/20,7290
Andy Murray,2012/08/13,8200
Andy Murray,2012/08/06,8120
Andy Murray,2012/07/30,7460
Andy Murray,2012/07/23,7460
Andy Murray,2012/07/16,7460
Andy Murray,2012/07/09,7460
Andy Murray,2012/06/25,6980
Andy Murray,2012/06/18,6980
Andy Murray,2012/06/11,6980
Andy Murray,2012/05/28,7500
Andy Murray,2012/05/21,7500
Andy Murray,2012/05/14,7500
Andy Murray,2012/05/07,7860
Andy Murray,2012/04/30,7860
Andy Murray,2012/04/23,7860
Andy Murray,2012/04/16,7680
Andy Murray,2012/04/09,8040
Andy Murray,2012/04/02,8040
Andy Murray,2012/03/19,7450
Andy Murray,2012/03/05,7450
Andy Murray,2012/02/27,7150
Andy Murray,2012/02/20,7150
Andy Murray,2012/02/13,7150
Andy Murray,2012/02/06,6900
Andy Murray,2012/01/30,6900
Andy Murray,2012/01/16,7380
Andy Murray,2012/01/09,7380
Andy Murray,2012/01/02,7380
Andy Murray,2011/12/26,7380
Andy Murray,2011/12/19,7380
Andy Murray,2011/12/12,7380
Andy Murray,2011/12/05,7380
Andy Murray,2011/11/28,7380
Andy Murray,2011/11/21,7380
Andy Murray,2011/11/14,7380
Andy Murray,2011/11/07,7780
Andy Murray,2011/10/31,7825
Andy Murray,2011/10/24,7825
Andy Murray,2011/10/17,7825
Andy Murray,2011/10/10,7825
Andy Murray,2011/10/03,7415
Andy Murray,2011/09/26,7165
Andy Murray,2011/09/19,7165
Andy Murray,2011/09/12,7165
Andy Murray,2011/08/29,6535
Andy Murray,2011/08/22,6535
Andy Murray,2011/08/15,5715
Andy Murray,2011/08/08,6705
Andy Murray,2011/08/01,6705
Andy Murray,2011/07/25,6855
Andy Murray,2011/07/18,6855
Andy Murray,2011/07/11,6855
Andy Murray,2011/07/04,6855
Andy Murray,2011/06/20,6855
Andy Murray,2011/06/13,6855
Andy Murray,2011/06/06,6625
Andy Murray,2011/05/23,6085
Andy Murray,2011/05/16,6085
Andy Murray,2011/05/09,5905
Andy Murray,2011/05/02,5815
Andy Murray,2011/04/25,5905
Andy Murray,2011/04/18,5905
Andy Murray,2011/04/11,5545
Andy Murray,2011/04/04,5545
Andy Murray,2011/03/21,5545
Andy Murray,2011/03/07,5715
Andy Murray,2011/02/28,5715
Andy Murray,2011/02/21,5760
Andy Murray,2011/02/14,5760
Andy Murray,2011/02/07,5760
Andy Murray,2011/01/31,5760
Andy Murray,2011/01/17,5760
Andy Murray,2011/01/10,5760
Andy Murray,2011/01/03,5760
Andy Murray,2010/12/27,5760
Andy Murray,2010/12/20,5760
Andy Murray,2010/12/13,5760
Andy Murray,2010/12/06,5760
Andy Murray,2010/11/29,5760
Andy Murray,2010/11/22,5360
Andy Murray,2010/11/15,5360
Andy Murray,2010/11/08,5670
Andy Murray,2010/11/01,6125
Andy Murray,2010/10/25,6125
Andy Murray,2010/10/18,6125
Andy Murray,2010/10/11,5125
Andy Murray,2010/10/04,5035
Andy Murray,2010/09/27,5035
Andy Murray,2010/09/20,5035
Andy Murray,2010/09/13,5035
Andy Murray,2010/08/30,5125
Andy Murray,2010/08/23,5125
Andy Murray,2010/08/16,5305
Andy Murray,2010/08/09,5305
Andy Murray,2010/08/02,5305
Andy Murray,2010/07/26,5155
Andy Murray,2010/07/19,5155
Andy Murray,2010/07/12,5155
Andy Murray,2010/07/05,5155
Andy Murray,2010/06/21,5155
Andy Murray,2010/06/14,5155
Andy Murray,2010/06/07,5385
Andy Murray,2010/05/24,5565
Andy Murray,2010/05/17,5565
Andy Murray,2010/05/10,5565
Andy Murray,2010/05/03,5565
Andy Murray,2010/04/26,5485
Andy Murray,2010/04/19,5485
Andy Murray,2010/04/12,5845
Andy Murray,2010/04/05,5845
Andy Murray,2010/03/22,6835
Andy Murray,2010/03/08,7255
Andy Murray,2010/03/01,7255
